Year_Birth,Education,Marital_Status,,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain
1972,Graduation,Together,,"30,261.00",1,2,9/25/12,75,6,8,0,0,3,5,1,0,0,0,3,8,0,0,0,0,0
1961,PhD,Divorced,,"64,325.00",0,1,02-07-2013,41,73,731,60,78,12,353,5,10,0,3,5,7,0,0,0,0,0
1979,Graduation,Married,,"63,777.00",1,1,3/24/13,87,53,457,5,15,17,106,8,11,0,1,6,8,0,0,0,0,0
1974,Graduation,Married,,"67,445.00",0,1,08-12-2012,63,11,757,80,29,80,217,5,9,0,6,12,6,0,0,0,0,0
1978,PhD,Married,,"41,014.00",1,0,4/22/13,65,3,7,2,2,0,6,1,1,0,0,2,7,0,0,0,0,0
1978,Graduation,Married,,"33,039.00",1,0,09-09-2013,4,12,30,8,8,8,12,1,2,0,0,4,5,0,0,0,0,0
1973,PhD,Together,,"63,516.00",1,1,07-06-2013,30,5,141,11,15,14,114,4,4,0,1,7,5,0,0,0,0,0
1965,Graduation,Together,,"47,009.00",0,1,10-01-2013,89,90,171,45,59,10,73,4,3,0,2,8,4,0,0,0,0,0
1958,Master,Alone,,"61,331.00",1,1,03-10-2013,42,41,534,5,0,5,47,5,11,0,1,6,8,0,0,0,0,0
1965,Master,Single,,"35,791.00",2,1,05-06-2013,94,3,27,0,0,0,5,2,1,0,0,3,8,0,0,0,0,0
1975,Graduation,Married,,"74,190.00",0,1,05-12-2014,49,64,151,81,168,91,86,2,4,0,2,11,2,0,0,0,0,0
1972,Graduation,Single,,"31,907.00",0,0,03-04-2013,75,74,33,87,175,16,64,1,6,0,1,6,7,0,0,0,0,0
1974,PhD,Together,,"30,351.00",1,0,06-06-2013,19,2,14,0,3,3,24,1,3,0,0,2,9,0,0,0,0,0
1956,2n Cycle,Together,,"58,821.00",0,1,10-12-2013,44,28,513,14,19,0,154,1,9,0,2,9,6,0,0,0,0,0
1965,PhD,Together,,"65,220.00",0,0,09-03-2012,3,12,890,63,0,25,292,4,8,0,4,7,6,0,0,0,0,0
1977,Graduation,Married,,"41,443.00",1,0,04-01-2014,79,89,171,7,25,19,171,6,8,0,1,5,8,0,0,0,0,0
1980,Graduation,Married,,"80,011.00",0,1,4/29/13,3,102,421,76,82,178,536,2,8,0,6,5,4,0,0,0,0,0
1952,Graduation,Married,,"81,795.00",0,0,10/26/12,74,88,324,132,27,118,693,1,4,0,11,7,2,0,0,0,0,0
1975,Master,Single,,"46,098.00",1,1,8/18/12,86,36,57,0,0,0,27,4,3,0,2,2,8,0,0,0,0,0
1969,Master,Married,,"43,142.00",1,1,2/18/14,84,4,5,1,2,1,7,1,1,0,0,2,7,0,0,0,0,0
1979,Graduation,Single,,"57,537.00",1,0,06-10-2013,83,100,191,56,51,8,139,4,4,0,3,8,4,0,0,0,0,0
1983,PhD,Married,,"23,536.00",1,0,06-04-2014,53,1,6,0,0,0,3,1,0,0,0,3,3,0,0,0,0,0
1971,Master,Married,,"39,791.00",0,1,3/28/13,89,21,85,15,13,13,27,2,3,0,1,4,7,0,0,0,0,0
1971,Graduation,Divorced,,"55,635.00",0,1,11/13/12,34,27,235,65,50,49,164,4,7,0,3,7,6,0,0,0,0,0
1980,Graduation,Married,,"37,406.00",1,0,10-10-2013,18,3,2,0,2,2,8,1,1,0,0,2,8,0,0,0,0,0
1982,Master,Together,,"23,661.00",1,0,12-04-2013,46,1,18,0,0,0,4,1,1,0,0,3,7,0,0,0,0,0
1967,Graduation,Together,,"65,777.00",0,0,12/19/13,87,54,565,32,28,32,435,1,2,0,8,6,1,0,0,0,0,0
1949,Master,Married,,"62,845.00",1,1,10-01-2012,3,34,1099,0,0,0,45,11,3,0,4,10,8,0,1,0,0,0
1971,Graduation,Divorced,,"29,819.00",1,0,10/24/13,77,2,9,1,2,1,24,3,3,0,0,3,6,0,0,0,0,0
1969,Graduation,Married,,"25,293.00",1,0,9/15/13,51,9,15,0,0,2,11,1,1,0,1,2,8,0,0,0,0,0
1986,Graduation,Together,,"33,235.00",1,0,02-05-2014,71,6,45,0,2,1,16,1,3,0,0,3,7,0,0,0,0,0
1952,Graduation,Single,,"44,213.00",1,1,11/29/13,48,7,95,11,0,4,35,4,2,0,1,5,6,0,0,0,0,0
1965,Graduation,Married,,"66,480.00",1,1,5/31/14,71,6,199,9,20,21,57,7,4,0,1,7,4,0,0,0,0,0
1943,Master,Married,,"65,073.00",0,0,8/20/13,65,8,629,17,69,0,177,1,5,0,3,5,2,0,0,0,0,1
1984,Graduation,Single,,"11,012.00",1,0,3/16/13,82,23,24,3,7,1,26,3,3,1,1,2,9,0,0,0,0,0
1973,Graduation,Together,,"57,100.00",0,0,12-04-2013,19,96,181,21,39,3,69,1,3,0,3,6,3,0,0,0,0,0
1965,PhD,Divorced,,"57,912.00",0,1,3/17/14,34,35,801,0,0,0,80,5,8,0,3,12,5,0,1,0,0,0
1948,PhD,Together,,"46,681.00",0,2,10-08-2013,52,38,269,15,15,19,69,2,4,0,6,4,5,0,0,0,0,0
1972,2n Cycle,Together,,"46,344.00",0,1,12/14/12,28,91,233,20,8,20,57,4,7,0,1,5,7,0,0,0,0,0
1980,Basic,Married,,"16,005.00",1,0,8/14/12,69,47,1,3,20,30,2,3,2,0,1,2,8,0,0,0,0,0
1958,2n Cycle,Single,,"75,342.00",0,1,05-06-2013,38,26,204,97,21,118,97,1,5,0,2,10,4,0,0,0,0,0
1972,Graduation,Married,,"40,321.00",1,1,7/29/13,59,27,44,4,6,0,21,2,3,0,0,3,7,0,0,0,0,0
1958,Graduation,Single,,"94,472.00",0,1,04-03-2014,75,16,1017,33,108,100,417,1,5,0,5,5,5,0,1,1,0,0
1972,Master,Married,,"57,136.00",1,1,07-09-2013,48,92,306,5,21,109,109,9,5,0,2,10,6,0,0,0,0,0
1974,Graduation,Divorced,,"53,034.00",1,1,5/30/13,30,50,160,15,15,11,196,8,6,0,1,7,8,0,0,0,0,0
1961,Master,Married,,"61,794.00",0,1,9/14/13,74,11,264,47,54,47,188,2,4,0,4,10,2,0,0,0,0,0
1966,PhD,Together,,"28,764.00",1,1,06-05-2014,16,1,8,0,0,0,3,1,1,1,0,2,8,0,0,0,0,0
1962,Graduation,Divorced,,"46,102.00",2,1,03-10-2014,3,1,14,0,0,0,1,1,1,0,0,2,7,0,0,0,0,0
1977,2n Cycle,Together,,"20,981.00",0,0,4/30/13,14,30,2,12,6,13,10,1,3,0,1,2,8,0,0,0,0,0
1971,PhD,Married,,"60,585.00",1,1,6/24/13,17,21,267,42,55,42,309,10,7,0,4,9,5,0,0,0,0,0
1983,Graduation,Together,,"28,427.00",1,0,3/21/13,67,6,18,3,3,3,19,2,2,0,0,3,8,0,0,0,0,0
1988,Graduation,Together,,"87,679.00",0,0,7/27/13,62,33,1259,172,97,148,815,1,7,1,11,10,4,0,0,1,1,0
1983,Graduation,Together,,"39,453.00",1,0,04-03-2014,64,2,46,0,0,0,7,2,2,0,0,3,6,0,0,0,0,0
1980,Graduation,Married,,"50,183.00",1,1,6/25/14,47,15,97,12,13,10,84,7,3,0,1,6,5,0,0,0,0,0
1973,Graduation,Single,,"65,333.00",0,1,1/17/14,58,30,654,7,0,15,92,7,9,0,4,8,6,0,1,1,0,0
1971,PhD,Divorced,,"86,979.00",0,0,11-07-2013,67,35,584,100,65,83,835,1,5,1,5,5,2,0,0,0,0,0
1958,Master,Single,,"75,154.00",0,1,09-04-2012,79,82,543,10,160,143,205,1,6,0,3,6,3,0,0,0,0,0
1964,PhD,Married,,"65,526.00",0,1,04-11-2014,22,9,397,19,12,0,69,1,4,0,4,8,2,0,0,0,0,0
1953,Graduation,Divorced,,"23,272.00",0,0,10/17/13,29,12,19,3,4,2,6,1,1,0,0,3,4,0,0,0,0,0
1976,2n Cycle,Together,,"26,907.00",1,1,8/20/13,10,2,9,1,0,3,7,2,1,0,0,3,7,0,0,0,0,0
1977,Graduation,Married,,"54,809.00",1,1,09-11-2013,0,22,63,6,13,13,57,4,2,0,1,5,4,0,0,0,0,0
1951,Graduation,Together,,"40,689.00",0,1,3/18/13,69,99,270,3,39,6,27,7,7,0,1,5,8,0,0,0,0,0
1973,Graduation,Widow,,"42,429.00",0,1,02-11-2014,99,4,55,0,2,0,6,2,1,0,1,3,5,0,0,0,0,0
1980,2n Cycle,Married,,"70,829.00",1,1,12-01-2013,87,23,141,70,72,19,106,2,4,0,2,8,3,0,0,0,0,0
1967,2n Cycle,Together,,"47,821.00",1,1,10/20/13,54,10,9,0,6,6,16,1,1,0,0,3,8,0,0,0,0,0
1979,Graduation,Married,,"56,775.00",0,1,01-02-2013,62,35,614,35,58,35,160,2,5,0,8,10,5,0,0,0,0,0
1960,Master,Divorced,,"39,228.00",0,0,05-10-2013,1,3,7,1,0,3,6,1,0,0,0,3,4,0,0,0,0,0
1943,PhD,Widow,,"57,513.00",0,0,07-06-2013,59,30,735,40,52,20,183,2,9,0,3,13,6,0,0,0,0,0
1965,2n Cycle,Together,,"71,488.00",0,0,2/18/13,87,172,162,33,40,28,124,2,3,0,4,7,1,0,0,0,0,0
1971,Master,Married,,"38,196.00",1,1,4/18/14,20,3,30,0,0,0,11,3,2,0,0,4,5,0,0,0,0,0
1960,PhD,Divorced,,"50,611.00",0,1,10-04-2012,98,4,459,0,6,0,24,6,4,0,5,7,6,0,1,0,0,0
1959,Graduation,Married,,"53,154.00",0,1,06-09-2014,50,7,129,0,0,1,21,1,3,0,1,4,4,0,0,0,0,0
1978,Graduation,Single,,"60,199.00",1,2,09-12-2013,49,0,8,1,2,0,7,1,0,0,0,3,4,0,0,0,0,0
1969,Graduation,Together,,"21,918.00",1,0,11/14/13,37,3,1,6,11,5,7,2,2,0,0,3,6,0,0,0,0,0
1989,2n Cycle,Married,,"59,060.00",1,0,01-11-2014,77,12,35,40,36,40,111,3,3,0,1,7,4,0,0,0,0,0
1972,Graduation,Together,,"46,053.00",1,0,2/17/13,46,25,56,10,19,7,92,3,3,0,2,4,5,0,0,0,0,0
1975,PhD,Divorced,,"60,554.00",1,0,08-09-2013,8,15,588,7,110,15,76,2,8,0,4,9,6,0,0,0,0,0
1981,Graduation,Married,,"29,009.00",1,0,11/29/13,19,2,6,6,10,5,15,2,2,0,0,3,6,0,0,0,0,0
1955,Master,Divorced,,"70,638.00",0,0,06-01-2013,69,63,1016,12,16,12,215,1,4,0,5,10,3,0,1,0,0,0
1971,Master,Together,,"71,499.00",0,1,6/25/13,12,37,465,25,136,0,132,2,8,0,3,13,4,0,0,0,0,0
1959,Graduation,Married,,"42,243.00",1,1,12-11-2013,34,5,48,0,0,0,2,2,2,0,0,3,7,0,0,0,0,0
1976,Graduation,Together,,"36,283.00",1,1,4/14/14,42,5,6,5,8,0,5,2,1,0,0,3,4,0,0,0,0,0
1954,Graduation,Widow,,"27,421.00",0,0,12-12-2012,14,55,43,12,78,40,96,3,4,0,1,6,7,0,0,0,0,0
1950,Graduation,Together,,"48,070.00",0,1,1/13/13,33,19,373,14,6,9,83,3,8,0,2,6,7,0,0,0,0,1
1975,PhD,Married,,"36,663.00",1,0,4/25/14,40,5,18,0,3,3,6,1,1,0,1,3,2,0,0,0,0,0
1961,Master,Married,,"61,923.00",0,2,7/26/13,94,6,92,4,3,3,18,1,2,0,1,4,3,0,0,0,0,0
1965,Graduation,Married,,"72,190.00",0,0,2/13/13,79,249,597,166,172,166,597,1,5,0,6,4,3,0,0,0,0,0
1973,Graduation,Married,,"79,593.00",0,0,05-12-2014,70,145,350,60,110,133,568,1,5,0,6,7,2,0,0,1,0,0
1987,Graduation,Married,,"7,500.00",0,0,01-09-2013,94,5,0,2,4,1,3,1,0,0,0,3,6,0,0,0,0,0
1950,PhD,Together,,"50,616.00",0,1,4/13/14,71,9,30,2,0,1,25,1,1,0,1,4,2,0,0,0,0,0
1958,PhD,Single,,"50,729.00",1,1,05-02-2013,62,52,239,13,45,4,143,9,6,0,2,7,6,0,0,0,0,0
1963,Graduation,Single,,"34,377.00",0,1,1/19/13,55,26,62,0,3,1,22,2,2,0,2,2,7,0,0,0,0,0
1974,PhD,Married,,"40,344.00",0,1,10/13/13,48,2,210,0,0,0,6,2,4,0,1,5,7,0,0,0,0,0
1982,Graduation,Together,,"71,853.00",0,0,05-08-2013,29,32,358,108,141,97,413,1,2,0,8,6,1,0,0,0,0,0
1978,Graduation,Divorced,,"55,563.00",0,1,04-05-2014,22,2,29,1,2,0,9,1,2,0,0,3,3,0,0,0,0,0
1953,Master,Together,,"56,129.00",0,1,6/20/13,65,48,320,48,39,72,133,4,6,0,2,10,4,0,0,0,0,0
1963,Graduation,Together,,"77,226.00",0,1,2/28/14,29,21,631,43,128,76,239,2,6,0,8,12,3,0,0,0,0,0
1962,Graduation,Married,,"86,111.00",0,0,4/19/13,73,126,399,28,36,40,756,1,5,0,7,10,2,0,0,0,0,0
1970,Graduation,Divorced,,"64,713.00",1,0,02-07-2014,11,54,180,60,13,54,241,2,5,0,5,7,4,0,0,0,0,0
1982,Master,Single,,"6,560.00",0,0,12-12-2013,2,262,67,11,4,3,26,0,1,0,0,1,17,0,0,0,0,0
1978,Graduation,Married,,"67,023.00",0,0,03-04-2014,93,17,444,44,11,8,382,1,3,0,7,13,2,0,0,0,0,1
1966,Graduation,Divorced,,"67,272.00",0,1,12/21/13,12,14,357,35,28,28,271,3,6,0,2,12,5,0,0,0,0,0
1951,PhD,Together,,"69,702.00",0,1,2/19/13,8,57,664,9,50,19,240,2,7,0,7,10,4,0,0,0,0,0
1978,Graduation,Married,,"57,113.00",1,1,02-06-2013,45,42,182,4,0,2,33,6,4,0,1,5,7,0,0,0,0,0
1980,Graduation,Single,,"30,828.00",1,0,10-04-2013,16,12,16,11,2,0,15,2,1,0,1,4,3,0,0,0,0,0
1963,PhD,Single,,"46,757.00",0,1,11/16/12,71,122,777,30,0,51,163,6,4,0,4,7,9,0,0,0,0,0
1978,Graduation,Married,,"64,813.00",1,0,01-02-2014,81,52,293,0,179,97,124,1,7,0,2,10,5,0,0,0,0,0
1967,PhD,Married,,"77,766.00",0,1,2/22/13,97,27,1004,59,115,59,265,2,11,1,10,11,6,0,0,0,0,0
1964,PhD,Married,,"65,526.00",0,1,04-11-2014,22,9,397,19,12,0,69,1,4,0,4,8,2,0,0,0,0,0
1977,Graduation,Married,,"30,368.00",0,1,11-07-2013,97,2,35,0,2,0,13,2,2,0,0,3,8,0,0,0,0,0
1979,Graduation,Together,,"77,568.00",0,1,8/25/12,30,158,1230,0,232,178,396,1,10,0,2,8,5,0,1,1,1,0
1973,Master,Married,,"38,961.00",1,0,12/30/13,60,24,19,7,0,1,19,1,2,0,1,2,7,0,0,0,0,0
1954,Graduation,Married,,"59,111.00",0,0,05-02-2013,90,155,524,0,28,28,134,1,11,0,1,8,7,0,0,0,0,0
1971,Master,Together,,"57,420.00",0,1,6/25/13,22,24,280,0,0,0,18,3,5,0,1,6,7,0,1,0,0,0
1967,Master,Single,,"32,557.00",1,0,2/24/14,13,10,34,3,0,4,29,3,2,0,1,3,5,0,0,0,0,0
1978,Graduation,Together,,"28,587.00",1,0,02-12-2014,42,13,22,4,12,10,17,3,2,0,0,4,6,0,0,0,0,0
1964,Graduation,Divorced,,"51,983.00",0,1,8/31/12,95,30,631,0,10,7,115,3,9,0,2,10,7,0,0,0,0,0
1956,Graduation,Together,,"54,450.00",1,1,9/14/12,0,32,454,0,8,19,171,12,9,0,2,8,8,0,0,0,0,0
1974,Graduation,Together,,"75,702.00",0,1,10/14/12,87,37,1073,0,145,37,629,1,10,0,5,13,6,0,0,1,0,0
1978,PhD,Together,,"27,683.00",1,0,08-04-2012,90,45,152,9,12,12,121,4,6,0,2,4,8,0,0,0,0,0
1973,Graduation,Married,,"20,895.00",1,0,10-06-2012,24,4,18,3,3,0,17,1,2,0,0,3,9,0,0,0,0,0
1977,Graduation,Married,,"54,809.00",1,1,09-11-2013,0,22,63,6,13,13,57,4,2,0,1,5,4,0,0,0,0,0
1970,Master,Together,,"79,419.00",0,0,6/22/14,96,31,751,127,20,15,687,1,4,0,6,4,2,0,0,0,0,0
1984,Graduation,Together,,"26,646.00",1,0,02-10-2014,26,5,11,4,10,3,20,2,2,0,0,4,6,0,0,0,0,0
1980,PhD,Single,,"36,802.00",1,0,6/16/14,23,1,16,1,0,0,2,1,1,0,0,3,5,0,0,0,0,0
1973,Master,Together,,,0,0,11/23/13,87,18,445,37,98,28,359,1,2,0,4,8,1,0,0,0,0,0
1952,Master,Married,,"33,444.00",1,1,11-03-2012,24,2,8,0,0,0,8,1,1,0,0,2,8,0,0,0,0,0
1971,Master,Together,,"80,573.00",0,0,10/14/12,85,15,829,138,60,92,430,1,4,0,6,13,2,0,0,0,0,0
1980,PhD,Single,,"76,412.00",0,0,05-05-2013,15,17,840,53,23,71,804,1,5,0,4,8,3,0,0,1,1,0
1971,Graduation,Divorced,,"25,818.00",1,0,10/18/12,51,9,5,2,2,2,8,1,0,0,1,2,7,0,0,0,0,0
1981,Basic,Married,,"34,445.00",0,0,1/27/13,92,30,228,122,208,129,122,6,11,0,2,8,9,0,0,0,0,0
1986,Graduation,Married,,"38,508.00",1,0,08-02-2013,95,54,120,19,25,19,206,6,7,0,2,5,8,0,0,0,0,0
1983,Graduation,Together,,"28,427.00",1,0,3/21/13,67,6,18,3,3,3,19,2,2,0,0,3,8,0,0,0,0,0
1954,Graduation,Married,,"80,067.00",0,0,9/19/13,82,51,519,17,27,173,813,1,4,0,6,6,2,0,0,1,0,0
1953,Graduation,Married,,"47,703.00",0,1,5/29/13,95,123,359,0,13,26,134,4,6,0,3,8,5,0,0,0,0,0
1966,Graduation,Single,,"43,602.00",1,1,01-10-2014,45,19,19,5,10,3,12,3,3,0,1,2,6,0,0,0,0,0
1970,Master,Married,,"44,511.00",1,0,10-12-2012,39,14,513,7,46,14,133,6,8,0,4,8,8,0,0,0,0,0
1945,Graduation,Widow,,"63,285.00",0,0,11-05-2013,84,134,508,124,50,38,249,1,6,0,5,13,3,0,0,0,0,0
1960,Master,Married,,"47,353.00",0,1,11/13/13,93,4,184,2,8,8,19,3,2,0,2,6,5,0,0,0,0,0
1955,Graduation,Widow,,"58,275.00",1,1,06-02-2013,48,64,189,10,56,43,253,6,8,0,2,7,7,0,0,0,0,0
1968,2n Cycle,Married,,"48,985.00",0,1,07-05-2013,13,8,19,13,10,7,18,1,1,0,1,3,3,0,0,0,0,0
1951,Master,Married,,"27,450.00",0,0,4/15/13,57,52,37,12,8,11,23,1,2,0,1,3,7,0,0,0,0,0
1960,Graduation,Married,,"29,440.00",1,1,08-11-2013,95,3,17,8,10,4,14,2,1,0,0,4,7,0,0,0,0,0
1973,PhD,Single,,"54,466.00",1,1,02-09-2014,78,0,12,0,0,0,4,1,1,0,0,2,5,0,0,0,0,0
1956,Graduation,Together,,"46,097.00",0,1,3/31/13,11,8,72,24,65,4,68,5,3,0,1,6,4,0,0,0,0,0
1949,Graduation,Widow,,"72,298.00",0,0,03-10-2014,52,35,625,35,58,17,169,1,4,0,3,6,1,0,1,1,0,0
1988,PhD,Married,,"67,546.00",0,0,8/31/12,90,172,864,134,150,38,768,1,4,0,10,5,3,0,0,0,0,0
1950,PhD,Single,,"48,767.00",1,2,01-01-2014,79,10,28,1,3,0,21,3,2,0,1,3,5,0,0,0,0,0
1963,2n Cycle,Married,,"32,632.00",0,0,08-02-2012,32,53,63,151,153,19,137,2,4,0,4,8,5,0,0,0,0,0
1979,Graduation,Divorced,,"15,287.00",1,0,10-10-2012,60,13,1,2,4,3,8,2,1,1,1,2,7,0,0,0,0,0
1965,Master,Together,,"45,143.00",0,1,8/26/13,74,14,202,5,11,5,74,3,6,0,1,5,7,0,0,0,0,0
1966,Graduation,Married,,"44,794.00",0,1,06-08-2014,99,4,54,0,0,0,7,1,2,0,0,3,6,0,0,0,0,0
1970,Graduation,Married,,"90,765.00",0,0,1/24/14,25,33,547,99,151,82,812,0,4,0,6,5,1,0,0,1,1,0
1975,Graduation,Single,,"33,249.00",1,0,2/20/13,11,42,6,10,19,14,21,2,2,0,1,3,6,0,0,0,0,0
1963,Master,Divorced,,"49,476.00",0,1,6/20/13,29,196,386,23,54,41,95,4,2,0,11,5,2,0,0,0,0,0
1952,Graduation,Married,,"49,413.00",0,1,10/25/13,88,46,205,7,3,2,41,2,4,0,2,5,5,0,0,0,0,0
1967,Graduation,Married,,"77,870.00",0,1,8/22/12,93,133,1017,50,65,50,500,3,5,0,5,5,8,0,1,0,1,0
1983,Graduation,Single,,"39,062.00",1,0,3/25/14,28,12,23,0,0,0,9,1,1,1,0,3,4,0,0,0,0,0
1975,PhD,Married,,"60,631.00",1,1,04-05-2013,88,19,565,6,0,6,65,5,9,0,2,8,7,0,1,0,0,0
1944,Master,Widow,,"45,006.00",0,0,7/18/13,90,10,162,25,16,0,53,1,3,0,1,7,3,0,0,0,0,0
1982,2n Cycle,Together,,"58,582.00",0,1,9/28/13,15,42,402,35,101,77,106,2,9,0,2,9,5,0,1,0,0,0
1949,Master,Widow,,"47,570.00",1,1,5/29/13,3,31,67,1,0,2,20,3,2,0,2,2,7,0,0,0,0,0
1982,Master,Single,,"75,777.00",0,0,07-04-2013,12,80,712,26,69,13,538,1,3,0,6,11,1,0,1,1,0,0
1951,Master,Together,,"39,767.00",0,0,7/21/13,18,47,113,61,34,26,204,2,7,0,1,7,8,0,0,0,0,0
1954,PhD,Married,,"57,744.00",0,1,11-12-2013,91,19,350,3,0,0,39,2,9,0,1,4,8,0,0,0,0,0
1970,Graduation,Together,,"1,05,471.00",0,0,1/21/13,36,207,1009,181,202,21,104,0,9,0,8,13,3,0,0,1,1,0
1955,Graduation,Single,,"62,535.00",0,1,10-03-2013,13,52,163,48,0,45,90,1,3,0,2,8,3,0,0,0,0,0
1979,Graduation,Together,,"75,507.00",0,0,05-02-2014,56,80,709,93,104,80,374,1,8,0,6,6,3,0,0,0,0,0
1973,PhD,Married,,"54,222.00",0,1,03-01-2014,98,7,199,12,3,12,31,1,3,0,3,5,3,0,0,0,0,0
1974,Master,Together,,"46,014.00",1,1,1/21/13,21,44,410,0,19,9,59,10,7,0,1,8,7,0,0,0,0,0
1953,Graduation,Married,,"50,725.00",0,1,2/13/13,45,48,443,10,0,10,75,4,8,0,1,8,8,0,0,0,0,0
1970,PhD,Married,,"59,892.00",0,1,11-02-2013,26,0,73,0,0,1,13,1,2,0,1,3,3,0,0,0,0,0
1956,Master,Together,,"50,943.00",0,1,6/21/13,49,6,31,0,2,0,7,1,1,0,0,3,5,0,0,0,0,0
1964,PhD,Single,,"61,798.00",0,0,11/23/13,13,13,338,4,11,8,89,1,4,0,2,9,4,0,0,0,0,0
1966,PhD,Single,,"78,420.00",0,0,6/29/13,75,28,604,28,91,28,674,1,3,0,10,8,1,0,0,0,0,0
1963,PhD,Single,,"48,918.00",1,1,04-12-2014,21,1,52,0,0,0,9,2,1,0,0,4,4,0,0,0,0,0
1977,Master,Married,,"55,842.00",0,1,5/23/14,19,24,451,0,0,4,39,1,7,0,1,8,5,0,0,0,0,0
1986,Graduation,Single,,,1,0,2/20/13,19,362,5,1,3,263,3,0,27,0,0,0,1,0,0,0,0,0
1981,PhD,Married,,"58,293.00",1,0,1/19/14,94,15,173,43,46,27,118,5,5,0,3,6,5,0,0,0,0,0
1970,Graduation,Together,,"22,070.00",1,0,10-04-2013,11,21,10,7,8,2,19,2,2,0,2,2,6,0,0,0,0,0
1978,Graduation,Divorced,,"41,986.00",0,1,02-09-2014,15,12,27,5,8,3,8,3,3,0,0,4,4,0,0,0,0,0
1978,Graduation,Together,,"41,154.00",0,1,04-09-2013,98,7,44,2,2,3,11,1,1,0,0,4,5,0,0,0,0,0
1946,Graduation,Together,,"82,657.00",0,0,9/27/13,71,126,966,168,246,105,672,1,7,0,5,10,4,0,1,0,1,0
1947,PhD,Widow,,"68,117.00",0,1,03-10-2013,80,36,618,44,0,17,215,2,11,1,8,4,6,0,0,0,0,0
1978,Graduation,Together,,"22,775.00",1,0,6/19/13,40,1,5,1,0,0,8,1,1,0,0,2,8,0,0,0,0,0
1978,Graduation,Divorced,,"63,693.00",0,1,10/14/13,63,54,587,43,42,87,337,3,11,0,6,9,6,0,0,0,0,0
1967,Graduation,Together,,"54,178.00",0,1,1/21/14,79,7,135,9,4,0,39,1,2,0,2,5,2,0,0,0,0,0
1970,PhD,Together,,"77,622.00",0,2,4/14/14,3,14,520,7,19,0,154,2,6,0,3,11,3,0,0,0,0,0
1982,PhD,Married,,"84,169.00",0,0,08-07-2013,9,0,1478,19,0,19,403,1,7,0,6,6,3,0,1,1,0,0
1966,PhD,Single,,"46,734.00",1,2,10/21/13,86,76,100,1,6,1,39,4,3,1,2,3,6,0,0,0,0,0
1964,Graduation,Widow,,"85,620.00",0,0,01-07-2014,68,46,416,46,60,107,925,1,3,0,6,4,1,0,0,0,0,0
1976,Graduation,Single,,"37,697.00",1,0,02-07-2014,82,8,34,6,11,4,21,1,2,0,1,3,6,0,0,0,0,0
1976,Graduation,Married,,"58,597.00",1,1,11/20/12,20,21,490,0,10,28,184,12,7,0,4,9,7,0,0,0,0,0
1963,PhD,Single,,"23,091.00",1,1,5/28/14,98,2,35,0,0,0,11,4,2,0,1,3,7,0,0,0,0,0
1952,Graduation,Together,,"83,844.00",0,0,05-12-2013,57,191,901,31,75,31,345,1,4,0,4,11,1,0,0,1,0,0
1984,PhD,Single,,"39,684.00",1,0,10-12-2012,41,17,19,0,6,4,35,2,2,0,1,2,7,0,0,0,0,1
1952,Graduation,Married,,"28,332.00",0,0,4/30/14,58,9,14,10,4,15,13,1,2,0,1,4,2,0,0,0,0,0
1946,PhD,Married,,"51,012.00",0,0,4/18/13,86,24,102,9,2,9,63,1,4,0,1,4,6,0,0,0,0,0
1962,Master,Married,,"58,646.00",0,1,06-10-2013,3,22,62,1,6,5,44,1,2,0,1,4,4,0,0,0,0,0
1952,Graduation,Together,,"43,462.00",1,1,09-12-2012,50,15,90,17,15,6,97,6,4,0,1,5,8,0,0,0,0,0
1955,PhD,Together,,"46,015.00",1,1,4/13/14,25,6,38,0,0,0,2,1,1,1,0,3,7,1,0,0,0,0
1976,Master,Single,,"72,309.00",0,0,03-11-2013,64,0,960,0,50,38,883,1,5,0,6,8,3,0,0,0,1,0
1985,Graduation,Married,,"44,322.00",1,0,6/16/14,30,3,46,0,3,0,40,2,3,0,0,3,8,0,0,0,0,0
1970,Graduation,Together,,"67,419.00",0,1,1/16/13,29,42,846,84,91,56,352,4,9,0,4,8,5,0,0,0,0,0
1965,Master,Married,,"53,843.00",0,1,6/27/13,64,73,378,0,19,4,88,4,8,0,5,3,7,0,0,0,0,0
1979,Graduation,Together,,"21,645.00",1,0,09-03-2012,75,19,14,0,4,5,23,3,3,0,0,3,9,0,0,0,0,0
1964,Graduation,Married,,"42,523.00",0,0,4/23/14,96,35,14,36,3,26,11,1,1,0,1,4,2,0,0,0,0,0
1960,Graduation,Together,,"78,468.00",0,0,04-09-2014,29,34,434,22,104,22,388,1,10,0,7,10,4,0,0,0,1,0
1967,Master,Together,,"62,513.00",0,1,09-09-2013,16,14,520,42,0,42,98,2,6,0,4,10,6,0,0,0,0,0
1951,Graduation,Married,,"94,642.00",0,0,02-12-2014,35,143,879,143,106,143,797,0,5,0,7,9,1,0,0,1,1,0
1952,PhD,Together,,"69,805.00",0,1,1/21/14,50,20,750,71,13,10,174,2,6,0,8,11,2,0,0,0,0,0
