Year_Birth,Income,Kidhome,Teenhome,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain,D_Customer,M_Customer,Y_Customer,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,target
1975,81169,0,0,47,27,1288,20,80,61,613,1,5,0,7,9,2,0,0,0,0,0,14,4,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1971,42835,1,1,64,98,379,4,12,9,93,7,6,0,6,4,6,0,0,0,0,0,30,6,2013,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1972,72504,0,1,43,94,604,26,123,161,470,2,5,0,9,6,2,0,0,0,0,0,6,4,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1948,45579,0,1,10,1,145,1,2,1,33,1,4,0,1,4,6,0,0,0,0,0,20,8,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1965,23478,0,0,51,39,28,6,12,17,27,1,3,0,0,3,8,0,0,0,0,0,19,3,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1978,38643,1,1,45,10,22,2,0,1,14,2,2,0,0,3,7,0,0,0,0,1,29,11,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1989,10404,1,0,52,12,2,2,10,6,11,2,1,0,0,4,5,0,0,0,0,0,4,5,2014,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1955,38452,1,1,62,2,56,0,0,0,14,3,3,0,0,3,7,0,0,0,0,0,30,3,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1973,32300,1,0,1,6,13,3,6,5,6,1,1,0,0,3,8,0,0,0,0,0,3,1,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1970,28164,1,0,23,12,3,18,11,8,26,3,2,0,0,4,7,0,0,0,0,0,4,5,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1965,84618,0,0,96,0,684,100,21,66,801,1,6,0,9,10,2,0,0,1,0,0,22,11,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1978,63693,0,1,63,54,587,43,42,87,337,3,11,0,6,9,6,0,0,0,0,0,14,10,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1981,26872,0,0,0,32,3,10,3,16,8,1,1,0,1,2,6,0,0,0,0,0,16,10,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1970,75345,0,0,16,133,918,57,99,38,842,1,5,0,8,6,3,0,0,0,1,0,2,2,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,1
1966,55686,0,1,27,26,673,0,37,47,199,2,6,1,3,5,4,0,0,0,0,0,14,2,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1959,79823,0,1,6,43,835,73,114,73,380,1,6,0,9,7,2,0,1,0,0,0,31,3,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1984,24570,1,0,97,44,28,34,11,14,62,3,4,0,0,4,9,0,0,0,0,0,27,2,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1967,44931,0,1,0,7,78,0,0,0,11,1,2,0,1,3,5,0,0,0,0,0,18,1,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1965,59754,0,1,96,139,115,27,4,146,44,3,5,0,2,6,5,0,0,0,0,0,1,12,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1953,56129,0,1,65,48,320,48,39,72,133,4,6,0,2,10,4,0,0,0,0,0,20,6,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1986,42386,1,0,43,11,65,4,0,4,16,1,3,0,0,3,8,0,0,0,0,0,13,1,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1975,52614,0,1,63,38,789,0,12,9,142,2,2,0,4,8,8,0,0,0,0,0,1,12,2012,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1972,83443,0,0,89,84,518,42,55,56,742,1,6,0,10,5,2,0,0,0,0,0,31,12,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1962,58646,0,1,3,22,62,1,6,5,44,1,2,0,1,4,4,0,0,0,0,0,10,6,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1967,59235,1,0,4,91,448,40,80,0,469,3,11,0,2,12,7,0,0,0,0,0,12,1,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1954,63564,0,0,0,65,769,80,15,34,252,1,10,1,10,7,6,0,0,0,0,0,29,1,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,1
1980,61014,0,1,17,29,269,129,182,43,495,4,9,0,3,4,7,0,0,0,0,0,11,8,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1976,53858,0,1,50,26,407,53,58,150,221,4,4,0,3,6,4,0,0,0,0,0,9,11,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1970,76467,1,0,44,58,676,161,210,44,426,2,2,0,5,5,6,0,0,0,0,0,17,8,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1969,76653,0,0,91,126,736,63,219,189,946,1,4,0,7,11,2,0,0,1,1,0,16,8,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1957,51390,1,1,45,1,7,0,2,0,8,1,1,0,0,2,7,0,0,0,0,0,27,5,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1971,80573,0,0,85,15,829,138,60,92,430,1,4,0,6,13,2,0,0,0,0,0,14,10,2012,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1983,36262,0,0,24,153,88,39,64,28,54,1,3,1,5,3,6,0,0,0,0,0,20,9,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,1
1959,67786,0,0,0,102,431,82,80,20,441,1,3,0,6,6,1,0,0,0,0,0,7,12,2013,False,False,False,False,True,False,False,False,False,False,False,True,False,1
1954,70421,0,1,98,35,479,28,75,14,136,3,10,0,3,7,6,0,0,0,0,0,28,6,2014,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1947,91712,0,0,47,48,1276,24,94,29,746,0,9,0,7,11,3,0,0,1,0,0,17,10,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,1
1971,71819,0,1,70,168,1224,28,0,14,140,3,3,0,3,5,6,0,1,1,0,0,28,8,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1986,91820,0,0,72,30,410,73,76,161,747,0,5,0,5,12,1,0,0,0,0,0,23,11,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1958,64961,0,1,97,38,382,114,75,124,276,2,6,0,4,4,3,0,0,0,0,0,23,12,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1945,113734,0,0,9,3,6,2,1,262,3,0,27,0,0,0,1,0,0,0,0,0,28,5,2014,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1965,51390,1,1,54,56,205,20,23,2,47,6,5,0,2,5,5,0,0,0,0,0,8,9,2012,False,False,False,True,False,False,False,False,False,False,False,True,False,0
1955,82384,0,0,55,190,984,51,180,120,432,1,3,0,10,13,1,0,0,1,0,0,19,11,2012,False,False,False,True,False,False,False,False,False,False,True,False,False,1
1960,81843,0,0,13,138,779,86,34,69,537,1,5,0,9,12,3,0,0,0,0,0,22,4,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1954,77972,0,0,18,12,613,22,33,102,319,1,4,0,6,9,1,0,0,0,0,0,18,3,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1972,30261,1,2,75,6,8,0,0,3,5,1,0,0,0,3,8,0,0,0,0,0,25,9,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1961,64325,0,1,41,73,731,60,78,12,353,5,10,0,3,5,7,0,0,0,0,0,7,2,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1979,63777,1,1,87,53,457,5,15,17,106,8,11,0,1,6,8,0,0,0,0,0,24,3,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1974,67445,0,1,63,11,757,80,29,80,217,5,9,0,6,12,6,0,0,0,0,0,12,8,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1978,41014,1,0,65,3,7,2,2,0,6,1,1,0,0,2,7,0,0,0,0,0,22,4,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1978,33039,1,0,4,12,30,8,8,8,12,1,2,0,0,4,5,0,0,0,0,0,9,9,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1973,63516,1,1,30,5,141,11,15,14,114,4,4,0,1,7,5,0,0,0,0,0,6,7,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1965,47009,0,1,89,90,171,45,59,10,73,4,3,0,2,8,4,0,0,0,0,0,1,10,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1958,61331,1,1,42,41,534,5,0,5,47,5,11,0,1,6,8,0,0,0,0,0,10,3,2013,False,False,False,True,False,False,True,False,False,False,False,False,False,0
1965,35791,2,1,94,3,27,0,0,0,5,2,1,0,0,3,8,0,0,0,0,0,6,5,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1975,74190,0,1,49,64,151,81,168,91,86,2,4,0,2,11,2,0,0,0,0,0,12,5,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1972,31907,0,0,75,74,33,87,175,16,64,1,6,0,1,6,7,0,0,0,0,0,4,3,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1974,30351,1,0,19,2,14,0,3,3,24,1,3,0,0,2,9,0,0,0,0,0,6,6,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1956,58821,0,1,44,28,513,14,19,0,154,1,9,0,2,9,6,0,0,0,0,0,12,10,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1965,65220,0,0,3,12,890,63,0,25,292,4,8,0,4,7,6,0,0,0,0,0,3,9,2012,False,False,False,False,True,False,False,False,False,False,True,False,False,1
1977,41443,1,0,79,89,171,7,25,19,171,6,8,0,1,5,8,0,0,0,0,0,1,4,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1980,80011,0,1,3,102,421,76,82,178,536,2,8,0,6,5,4,0,0,0,0,0,29,4,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1952,81795,0,0,74,88,324,132,27,118,693,1,4,0,11,7,2,0,0,0,0,0,26,10,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1975,46098,1,1,86,36,57,0,0,0,27,4,3,0,2,2,8,0,0,0,0,0,18,8,2012,False,False,False,True,False,False,False,False,False,True,False,False,False,1
1969,43142,1,1,84,4,5,1,2,1,7,1,1,0,0,2,7,0,0,0,0,0,18,2,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1979,57537,1,0,83,100,191,56,51,8,139,4,4,0,3,8,4,0,0,0,0,0,10,6,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1983,23536,1,0,53,1,6,0,0,0,3,1,0,0,0,3,3,0,0,0,0,0,4,6,2014,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1971,39791,0,1,89,21,85,15,13,13,27,2,3,0,1,4,7,0,0,0,0,0,28,3,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1971,55635,0,1,34,27,235,65,50,49,164,4,7,0,3,7,6,0,0,0,0,0,13,11,2012,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1980,37406,1,0,18,3,2,0,2,2,8,1,1,0,0,2,8,0,0,0,0,0,10,10,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1982,23661,1,0,46,1,18,0,0,0,4,1,1,0,0,3,7,0,0,0,0,0,4,12,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1967,65777,0,0,87,54,565,32,28,32,435,1,2,0,8,6,1,0,0,0,0,0,19,12,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1949,62845,1,1,3,34,1099,0,0,0,45,11,3,0,4,10,8,0,1,0,0,0,1,10,2012,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1971,29819,1,0,77,2,9,1,2,1,24,3,3,0,0,3,6,0,0,0,0,0,24,10,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1969,25293,1,0,51,9,15,0,0,2,11,1,1,0,1,2,8,0,0,0,0,0,15,9,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1986,33235,1,0,71,6,45,0,2,1,16,1,3,0,0,3,7,0,0,0,0,0,5,2,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1952,44213,1,1,48,7,95,11,0,4,35,4,2,0,1,5,6,0,0,0,0,0,29,11,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1965,66480,1,1,71,6,199,9,20,21,57,7,4,0,1,7,4,0,0,0,0,0,31,5,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1943,65073,0,0,65,8,629,17,69,0,177,1,5,0,3,5,2,0,0,0,0,1,20,8,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1984,11012,1,0,82,23,24,3,7,1,26,3,3,1,1,2,9,0,0,0,0,0,16,3,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1973,57100,0,0,19,96,181,21,39,3,69,1,3,0,3,6,3,0,0,0,0,0,4,12,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1965,57912,0,1,34,35,801,0,0,0,80,5,8,0,3,12,5,0,1,0,0,0,17,3,2014,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1948,46681,0,2,52,38,269,15,15,19,69,2,4,0,6,4,5,0,0,0,0,0,8,10,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1972,46344,0,1,28,91,233,20,8,20,57,4,7,0,1,5,7,0,0,0,0,0,14,12,2012,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1980,16005,1,0,69,47,1,3,20,30,2,3,2,0,1,2,8,0,0,0,0,0,14,8,2012,False,True,False,False,False,False,False,False,True,False,False,False,False,0
1958,75342,0,1,38,26,204,97,21,118,97,1,5,0,2,10,4,0,0,0,0,0,6,5,2013,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1972,40321,1,1,59,27,44,4,6,0,21,2,3,0,0,3,7,0,0,0,0,0,29,7,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1958,94472,0,1,75,16,1017,33,108,100,417,1,5,0,5,5,5,0,1,1,0,0,3,4,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1972,57136,1,1,48,92,306,5,21,109,109,9,5,0,2,10,6,0,0,0,0,0,9,7,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1974,53034,1,1,30,50,160,15,15,11,196,8,6,0,1,7,8,0,0,0,0,0,30,5,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1961,61794,0,1,74,11,264,47,54,47,188,2,4,0,4,10,2,0,0,0,0,0,14,9,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1966,28764,1,1,16,1,8,0,0,0,3,1,1,1,0,2,8,0,0,0,0,0,5,6,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1962,46102,2,1,3,1,14,0,0,0,1,1,1,0,0,2,7,0,0,0,0,0,10,3,2014,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1977,20981,0,0,14,30,2,12,6,13,10,1,3,0,1,2,8,0,0,0,0,0,30,4,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,1
1971,60585,1,1,17,21,267,42,55,42,309,10,7,0,4,9,5,0,0,0,0,0,24,6,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1983,28427,1,0,67,6,18,3,3,3,19,2,2,0,0,3,8,0,0,0,0,0,21,3,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1988,87679,0,0,62,33,1259,172,97,148,815,1,7,1,11,10,4,0,0,1,1,0,27,7,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1983,39453,1,0,64,2,46,0,0,0,7,2,2,0,0,3,6,0,0,0,0,0,3,4,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1980,50183,1,1,47,15,97,12,13,10,84,7,3,0,1,6,5,0,0,0,0,0,25,6,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1973,65333,0,1,58,30,654,7,0,15,92,7,9,0,4,8,6,0,1,1,0,0,17,1,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1971,86979,0,0,67,35,584,100,65,83,835,1,5,1,5,5,2,0,0,0,0,0,7,11,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,1
1958,75154,0,1,79,82,543,10,160,143,205,1,6,0,3,6,3,0,0,0,0,0,4,9,2012,False,False,False,True,False,False,False,False,False,True,False,False,False,1
1964,65526,0,1,22,9,397,19,12,0,69,1,4,0,4,8,2,0,0,0,0,0,11,4,2014,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1953,23272,0,0,29,12,19,3,4,2,6,1,1,0,0,3,4,0,0,0,0,0,17,10,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1976,26907,1,1,10,2,9,1,0,3,7,2,1,0,0,3,7,0,0,0,0,0,20,8,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1977,54809,1,1,0,22,63,6,13,13,57,4,2,0,1,5,4,0,0,0,0,0,11,9,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1951,40689,0,1,69,99,270,3,39,6,27,7,7,0,1,5,8,0,0,0,0,0,18,3,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1973,42429,0,1,99,4,55,0,2,0,6,2,1,0,1,3,5,0,0,0,0,0,11,2,2014,False,False,True,False,False,False,False,False,False,False,False,True,False,0
1980,70829,1,1,87,23,141,70,72,19,106,2,4,0,2,8,3,0,0,0,0,0,1,12,2013,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1967,47821,1,1,54,10,9,0,6,6,16,1,1,0,0,3,8,0,0,0,0,0,20,10,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1979,56775,0,1,62,35,614,35,58,35,160,2,5,0,8,10,5,0,0,0,0,0,2,1,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1960,39228,0,0,1,3,7,1,0,3,6,1,0,0,0,3,4,0,0,0,0,0,10,5,2013,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1943,57513,0,0,59,30,735,40,52,20,183,2,9,0,3,13,6,0,0,0,0,0,6,7,2013,False,False,False,False,True,False,False,False,False,False,False,True,False,0
1965,71488,0,0,87,172,162,33,40,28,124,2,3,0,4,7,1,0,0,0,0,0,18,2,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1971,38196,1,1,20,3,30,0,0,0,11,3,2,0,0,4,5,0,0,0,0,0,18,4,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1960,50611,0,1,98,4,459,0,6,0,24,6,4,0,5,7,6,0,1,0,0,0,4,10,2012,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1959,53154,0,1,50,7,129,0,0,1,21,1,3,0,1,4,4,0,0,0,0,0,9,6,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1978,60199,1,2,49,0,8,1,2,0,7,1,0,0,0,3,4,0,0,0,0,0,12,9,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1969,21918,1,0,37,3,1,6,11,5,7,2,2,0,0,3,6,0,0,0,0,0,14,11,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1989,59060,1,0,77,12,35,40,36,40,111,3,3,0,1,7,4,0,0,0,0,0,11,1,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1972,46053,1,0,46,25,56,10,19,7,92,3,3,0,2,4,5,0,0,0,0,0,17,2,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1975,60554,1,0,8,15,588,7,110,15,76,2,8,0,4,9,6,0,0,0,0,0,9,8,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1981,29009,1,0,19,2,6,6,10,5,15,2,2,0,0,3,6,0,0,0,0,0,29,11,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1955,70638,0,0,69,63,1016,12,16,12,215,1,4,0,5,10,3,0,1,0,0,0,1,6,2013,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1971,71499,0,1,12,37,465,25,136,0,132,2,8,0,3,13,4,0,0,0,0,0,25,6,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1959,42243,1,1,34,5,48,0,0,0,2,2,2,0,0,3,7,0,0,0,0,0,11,12,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1976,36283,1,1,42,5,6,5,8,0,5,2,1,0,0,3,4,0,0,0,0,0,14,4,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1954,27421,0,0,14,55,43,12,78,40,96,3,4,0,1,6,7,0,0,0,0,0,12,12,2012,False,False,True,False,False,False,False,False,False,False,False,True,False,0
1950,48070,0,1,33,19,373,14,6,9,83,3,8,0,2,6,7,0,0,0,0,1,13,1,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1975,36663,1,0,40,5,18,0,3,3,6,1,1,0,1,3,2,0,0,0,0,0,25,4,2014,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1961,61923,0,2,94,6,92,4,3,3,18,1,2,0,1,4,3,0,0,0,0,0,26,7,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1965,72190,0,0,79,249,597,166,172,166,597,1,5,0,6,4,3,0,0,0,0,0,13,2,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1973,79593,0,0,70,145,350,60,110,133,568,1,5,0,6,7,2,0,0,1,0,0,12,5,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1987,7500,0,0,94,5,0,2,4,1,3,1,0,0,0,3,6,0,0,0,0,0,9,1,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1950,50616,0,1,71,9,30,2,0,1,25,1,1,0,1,4,2,0,0,0,0,0,13,4,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1958,50729,1,1,62,52,239,13,45,4,143,9,6,0,2,7,6,0,0,0,0,0,2,5,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1963,34377,0,1,55,26,62,0,3,1,22,2,2,0,2,2,7,0,0,0,0,0,19,1,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1974,40344,0,1,48,2,210,0,0,0,6,2,4,0,1,5,7,0,0,0,0,0,13,10,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1982,71853,0,0,29,32,358,108,141,97,413,1,2,0,8,6,1,0,0,0,0,0,8,5,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1978,55563,0,1,22,2,29,1,2,0,9,1,2,0,0,3,3,0,0,0,0,0,5,4,2014,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1953,56129,0,1,65,48,320,48,39,72,133,4,6,0,2,10,4,0,0,0,0,0,20,6,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
